# Korean manuscript batch: early town and first major incident.
# id	Korean translation	category	status
C0-08C6DD	[DFT]너· 너는 어떻게\n여기까지 온 거냐!?\n뭐, 그건 됐어!\n내 이름은 [PAL:02][KATAKANA]닥터 G[HIRAGANA][FIN][PAL:00]실험으로 이 [KATAKANA]컴퓨터[HIRAGANA] 안에\n들어왔는데\n조수가 무능해서\n출구를 잃어버렸지.[FIN]미안하지만 내 연구실까지\n안내해 주지 않겠나?\n[STR:86C888][TER][DFT][E2:163C]대체 어디에 갔던 거냐!\n제대로 안내해\n주도록 하게.˳	event-dialogue	translated
C0-08C7A4	[CLR]뭐· 뭘 원하는 거냐?\n무사히 나가면 생각해 보마!\n기억을 잃은 남자에 관해\n돈이 필요해.[TER][CLR]그렇게 말하지 말고!\n어떻게든 부탁한다···\n[STR:86C888][TER][CLR]그 [PAL:02][KATAKANA]아키하바라[HIRAGANA][PAL:00] 말이냐?\n알겠다! 알려 주마!\n그럼 당장 부탁하지!	event-dialogue	translated
C0-08CA0B	[DFT]너는 누구냐?\n나는 이 전자 공간을 지키는\n전자 괴인 [KATAKANA]버그버그[HIRAGANA]다![FIN]뭐라고? 내가 먹은\n인간의 기억을 돌려 달라고?\n그건 곤란한 부탁이군.\n인간의 기억은 맛있거든.[FIN]그러고 보니 배가 꽤 고프군.\n어디, 네 기억도\n한번 먹어 볼까?˳	event-dialogue	translated
C0-08CF35	[CLR]ぅ[DFT][E2:154F]んと![PAU:1E][NAM:00] 님이\n빨간 [KATAKANA]제비[HIRAGANA]를 뽑으셨다니![FIN]하지만 이것도 분명\n[KATAKANA]밀피[HIRAGANA] 님의 인도일 겁니다···\n[PAU:1E]부디 공주님을 부탁드립니다.[FIN]불편하실 테니\n이것으로 준비를 갖추십시오.\n도구점이라면\n거주구 뒤쪽에 있습니다.[FIN]\n [NAM:00]은\n[PAL:02]5000[KATAKANA]트론[HIRAGANA][PAL:00]을 받았다![FIN]그리고 [PAL:02]연구소 창고[PAL:00]도\n열도록 하겠습니다.\n필요한 것이 있다면\n마음껏 사용하십시오.˳	event-dialogue	translated
C0-09906A	[DFT]뭐? 연구소장을 찾고 있어?\n연구소장이라면 저쪽 [PAL:02]전용 화장실[PAL:00]로 들어갔는데?\n뭐? 코테츠는 어떻게 됐냐고?\n여기 청소를 하던 녀석이라면 지금 식사하러 갔어.\n[PAL:02]식당[PAL:00]에 갔을 거야˳	event-dialogue	translated
C0-0990EA	[DFT]요즘 [KATAKANA]쥐[HIRAGANA]가 늘었네···˳	npc-dialogue	translated
C0-099106	[DFT]이봐, 거긴 쓰레기 버리는 곳이야.\n떨어지면 위험하다고˳	npc-dialogue	translated
C0-099217	[DFT]이곳 소장은 마음에 안 드는 놈을\n[PAL:02][KATAKANA]쥐[HIRAGANA]로 변신시키는 기계[PAL:00]를 만들었어.\n너도 조심해.\n그리고 [PAU:1E]그 이야기는[PAL:03]비밀[PAL:00]이야˳	npc-dialogue	translated
C0-09926F	[DFT]하아··· 정말 못 해 먹겠네.\n남쪽 섬에 왔는데도 이런 어두운 연구소에서 매일 일만 하다니![FIN]그래도 본부의 설산보다는 [KATAKANA]낫지[HIRAGANA].\n[PAU:0A]\n그런데 이번에 온 소장 말이야.\n정말 싫은 인간 같지 않아?[FIN]너도 그렇게 생각해?\n그 사람은 [KATAKANA]로코코 마을[HIRAGANA]에 원한이 있어서\n일부러 마을 사람들을 납치해 일을 시키는 거잖아.[PAU:0A]정말 음침하지[FIN]하지만 그 사람에게 거역하면,\n잘 풀려도 한동안 [PAL:02][KATAKANA]화장실[HIRAGANA] 청소를 하게 되고,\n[PAL:00]재수가 없으면 이상한 발명품으로\n[PAL:02][KATAKANA]쥐[HIRAGANA][PAL:00]가 되어 버린대.[FIN]\n휴, 조심해야겠다	late-story	translated
C0-09939C	[DFT]잠깐![PAU:0A]잠깐![PAU:0A]잠깐!\n방금 이야기 들었지!?\n누군가에게 말할 생각이야?\n그건 비밀이야.\n말하지 않을게.[TER][CLR]으아[KATAKANA]악[HIRAGANA]! 부· 부탁이야!\n소장에게는 [KATAKANA]비밀[HIRAGANA]로 해 줘[KATAKANA]ー[HIRAGANA]!\n[KATAKANA]쥐[HIRAGANA]가 되어 버린다고[KATAKANA]ー[HIRAGANA]!	event-dialogue	translated
C0-099416	[CLR]그· 그래··· 다행이다!\n[PAU:1E]아· 맞다! 입막음 비용 대신\n[PAL:02][KATAKANA]스탬프[HIRAGANA][PAL:00]를 찍어 줄게![FIN]이게 찍혀 있으면\n이 연구소의 웬만한 곳에는 드나들 수 있어.\n하지만 소장에게는 [PAL:03][KATAKANA]비밀[HIRAGANA][PAL:00]이야˳[FIN] [NAM:00]은 전투원에게\n[PAL:02][KATAKANA]스탬프[HIRAGANA][PAL:00]를 받았다!	late-story	translated
C0-0994E1	[DFT]부탁이야아.\n빨리 여기서 나가 줘.\n수상하게 보이잖아!	npc-dialogue	translated
C0-099554	[DFT]뭐야, 얌전히 있으라니까···\n[NXT]가[PAU:3C]뭐야, [NAM:00]잖아.\n[PAU:1E]나야, 코테츠야.[TPL:D7]뭐 하냐고?\n[PAU:1E]밥 먹으러 왔지.\n배가 고프면 싸울 수 없잖아˳	late-story	translated
C0-0995B2	[DFT]뭐? 소장을 찾다가 놓쳤다고?\n[PAU:3C]이런 바보 같으니. 이 연구소에는 비밀 장치가 있어.\n[FIN]보통은 보이지 않는 [KATAKANA]문[HIRAGANA]이나\n[KATAKANA]함정[HIRAGANA]이 있거든.\n[PAL:02][KATAKANA]카멜레온 안경[HIRAGANA][PAL:00]이 없으면\n그걸 볼 수 없어.[FIN]나? 물론 가지고 있지.\n[PAU:28]뭐?[PAU:14]갖고 싶어?\n[PAU:14]헤헤, 세상일이 그렇게 쉽지는 않지.\n남자라면 직접 구해.[FIN]분명\n[PAL:02]연구개발실[PAL:00]에서 만들고 있을 거야.[FIN][JMP][BYTE:A6][BYTE:96][DFT][E2:03C3]연구개발실은 식당을 나와\n[KATAKANA]→[HIRAGANA]쪽이야. 하지만 그렇게 쉽게\n들여보내 주지는 않을걸?	late-story	translated
C0-0996E2	[DFT]나는\n[PAL:02][KATAKANA]엄마[HIRAGANA]표 수제 [KATAKANA]햄버그[HIRAGANA][PAL:00]를 줘.\n밥은 곱빼기로.\n[PAU:1E]뭐?[PAU:14]그런 건 없다고?	npc-dialogue	translated
C0-0997E3	[DFT]매일 같은 [KATAKANA]메뉴[HIRAGANA]뿐이라\n정말 지겨워···\n일할 기운도 안 나네˳	npc-dialogue	translated
C0-099817	[DFT]\n앗! 또 [KATAKANA]쥐[HIRAGANA]다!\n이 자식, 혼내 주겠어!!	npc-dialogue	translated
C0-099830	[DFT]뭐야, 이 [KATAKANA]쥐[HIRAGANA]!?\n인간을 전혀 무서워하지 않잖아!\n건방진 녀석, 혼내 줘야겠어!	npc-dialogue	translated
C0-099866	[DFT]이· 이 쥐 자식!\n괴· 괴물이다아아아!!\n도· 도와줘, 엄마아[KATAKANA]ー[HIRAGANA]!!	npc-dialogue	translated
C0-0998CB	[DFT]뭐 하는 거야아.\n얌전히 순서를 기다려어˳	npc-dialogue	translated
C0-0998E3	[DFT]식당 주인이\n[PAL:02]배달할 사람이 없다[PAL:00]며\n나한테 화풀이를 한다고···\n[PAU:14]어디나 사람이 부족하네˳	npc-dialogue	translated
C0-099925	[DFT]나, A[KATAKANA]런치[HIRAGANA]! 빨리 해 줘.\n이제 [KATAKANA]쥐[HIRAGANA] 퇴치 당번이거든.\n정말이지 요즘은\n[KATAKANA]쥐[HIRAGANA]가 너무 많아서 곤란해˳	npc-dialogue	translated
C0-09998C	[DFT]여기서는 개조 인간을\n연구하고 있는데,\n요즘은 새 소장의 취미 때문에\n이상한 기계만 만들게 하고 있어.[FIN]\n···이런, 너무 많이 말했나˳	event-dialogue	translated
C0-099A52	[DFT]빌어먹을!\n소장 녀석이 본부에서 받은 예산을\n전부 연구에 쏟아붓고 있어서\n제대로 된 요리조차 만들 수가 없어!	npc-dialogue	translated
C0-099A99	[DFT]오오! 마침 잘됐군!\n자네, 지금 [KATAKANA]한가[HIRAGANA]한가?\n네, 한가해요.\n지금은 바빠요.[TER][CLR]그거 잘됐군!\n일손이 부족해서 곤란하던 참이야.\n[PAL:02]연구개발실에 식사를\n배달해 주지 않겠나?[FIN][PAL:00]식당 배달이라고 하면\n문을 열어 줄 테니.\n미안하지만 부탁하네!\n[PAU:14]아아, 바쁘다 바빠!	late-story	translated
C0-099B55	[CLR]뭐라고!\n요즘 젊은 것들은 조금만 바쁘면\n금방 도망친다니까!\n방해되니까 방해되지 말고 나가!	npc-dialogue	translated
C0-099B8E	[DFT][PAL:02]연구개발실[PAL:00]은 식당을 나와\n[KATAKANA]→[HIRAGANA]쪽이야.\n알겠지? 길을 잘못 들면 안 돼˳	npc-dialogue	translated
C0-099BC5	[DFT]요즘 흉포한 [KATAKANA]쥐[HIRAGANA]가\n나타난다며 모두 겁을 먹어서\n아무도 식사하러 오지 않아.[FIN]어쩔 수 없어서 [KATAKANA]쥐[HIRAGANA]들에게\n밥을 먹이고 있지.\n뭐, 불평을 안 하니\n저 녀석들이 더 귀엽기도 해˳	event-dialogue	translated
C0-099C9D	[DFT]누구야?\n외부인은 들어올 수 없어.\n연구에 방해되니까 돌아가! 돌아가!	npc-dialogue	translated
C0-099CCF	[DFT]누구? 식당 배달원?\n뭐? 아니라고?\n그럼 돌아가, 돌아가!\n외부인은 출입 금지야˳	npc-dialogue	translated
C0-099D0D	[DFT]누구? 식당 배달원?\n아, 다행이다. 배가 너무 고팠어.\n자, 들어와! 들어와!	npc-dialogue	translated
C0-099D3D	[DFT]누구? 식당 배달원?\n뭐? 그릇을 가지러 왔다고?\n그럼 들어와도 좋아˳	npc-dialogue	translated
C0-099DA7	[DFT]새 소장이 온 뒤로\n이상한 것만 개발하게 됐어.\n얼마 전에는 [PAL:02]인간을 [KATAKANA]쥐[HIRAGANA]로 바꾸는\n기계[PAL:00]도 만들었지.[FIN]지금은 소장이 주워 온\n부품을 조사하고 있어.\n소장은 [PAL:02]아주 오래된 발명품[PAL:00]이라고\n말했는데, 정말일까?	late-story	translated
C0-099E39	[DFT]고마워[KATAKANA]ー[HIRAGANA]!\n지금 너무 바빠서 손을 뗄 수가 없어.\n그 근처에 놓아 줘[KATAKANA]ー[HIRAGANA]!	npc-dialogue	translated
C0-099E96	[DFT]지금은 다루기 좋은 [KATAKANA]크기[HIRAGANA]의\n[PAL:02]인간을 [KATAKANA]쥐[HIRAGANA]로 만드는 [KATAKANA]레이저[HIRAGANA][PAL:00]를\n만들게 하고 있어···\n이상한 것만 만들라니 지긋지긋하군.[FIN]\n조금 농땡이를 부려 볼까˳	event-dialogue	translated
C0-099EEF	[DFT]목욕도 열흘이나 못 했고\n양말도 냄새가 나기 시작했어···\n[PAU:1E]가끔은 집 [KATAKANA]침대[HIRAGANA]에서\n푹 자고 싶다···˳	npc-dialogue	translated
C0-099FA6	[DFT] [NAM:00]은 책을 발견했다.\n책에는 [PAL:02][KATAKANA]카멜레온 안경[HIRAGANA][PAL:00]에\n관한 내용이 적혀 있었다˳	late-story	translated
C0-09A08D	[DFT]앗! 이봐!\n멋대로 나오면 [KATAKANA]안 돼[HIRAGANA]!\n자, 맡은 자리로 돌아가!	npc-dialogue	translated
C0-09A243	[DFT]··········\n[PAU:1E]왠지 수상한데˳	npc-dialogue	translated
C0-09A30B	[DFT][E2:0554]하하하, 꼴 좋다.\n천재 발명가 [KATAKANA]페퍼[HIRAGANA] 님에게 대들면\n이렇게 되는 거다!	npc-dialogue	translated
C0-09A343	[DFT][E2:0543]무례한 [KATAKANA]쥐[HIRAGANA] 자식!\n어서 그 방 구석의\n쥐구멍으로 나가!	npc-dialogue	translated
C0-09A374	[DFT][E2:055B]흠, 너는 뭐냐!\n신성한 연구소에 멋대로 들어오다니!	npc-dialogue	translated
C0-09A39F	[DFT][E2:053F]전처럼 무례한 놈은\n이렇게 해 주마!	npc-dialogue	translated
C0-09A415	[DFT]\n[PAL:02]천재 발명가 [KATAKANA]페퍼[HIRAGANA]의 일기[FIN] [KATAKANA]*월*일[HIRAGANA]\n[KATAKANA]해커[HIRAGANA]에게 [KATAKANA]스카우트[HIRAGANA]되어\n여기에 왔지만, 고작 공장 아닌가!\n나를 [KATAKANA]바보[HIRAGANA]로 아는군![FIN] [KATAKANA]*월*일[HIRAGANA]\n지금 나는 엄청난 감동에 빠져 있다!\n화산 속에서 굉장한 것을 발견했다![FIN]대체 얼마나 오래된 물건일까.\n[PAL:03]화산 분화를 조작하는 기계[PAL:02]다!\n이걸 이용하지 않을 이유가 없다.\n곧바로 연구소로 가져왔다˳[FIN] [KATAKANA]*월*일[HIRAGANA]\n그 기계에는 뜻밖의 효과가 있었다.\n이것으로 섬의 주민들을 조종할 수 있다.\n마음껏 이용해 주마˳[FIN] [KATAKANA]*월*일[HIRAGANA]\n[KATAKANA]해커[HIRAGANA] 전투원들은\n의욕 없는 녀석들뿐이라\n[KATAKANA]로코코 마을[HIRAGANA]에서 사람들을 데려왔다.[FIN]무료로 남쪽 섬에 초대한다고 하니\n속아 넘어온 [KATAKANA]바보[HIRAGANA]들이다.\n예전에 이 [KATAKANA]페퍼[HIRAGANA] 님을\n[KATAKANA]바보[HIRAGANA] 취급한 대가다. 꼴좋군.[FIN]그 기계가 신경 쓰이니\n화산을 여러모로 조사하기로 했다.\n선대가 만든 발명품이\n더 발견될지도 모른다···˳[PAL:00]	late-story	translated
C0-09A62D	[DFT]···[PAU:28]빨갛고 읽기 어렵다˳	npc-dialogue	translated
C0-09A6FF	[DFT][E2:0360]왔구나, [KATAKANA]쥐 녀석[HIRAGANA].\n지금 이 기계로 인간으로\n돌려놓아 줄 테니 [PAU:14]알겠지?	npc-dialogue	translated
C0-09A733	[DFT][E2:033F]이봐, [KATAKANA]쥐 녀석[HIRAGANA].\n그렇게 구석에 있지 말고\n앞으로 나와˳	npc-dialogue	translated
C0-09A757	[DFT] [NAM:00]은 인간으로 돌아왔다!	late-story	translated
C0-09A768	[DFT][E2:03DC]어··· 뭐야··· 너.\n[NXT]가[NAM:00]잖아.\n뭐[KATAKANA]ー[HIRAGANA], 너도 파랗구나.[FIN]그런데 왜 돌아온 거야?\n[PAU:1E]뭐?[PAU:1E]지진을 멈추러 왔다고?\n[KATAKANA]바보[HIRAGANA]구나. [PAL:02]지진 발생 장치[PAL:00]를\n멈추려면 방법이 따로 있어.[FIN]그걸 아는 건 연구소장과\n[PAL:02]관리하던 전투원[PAL:00] 정도일 거야.\n[PAU:1E]하지만 전투원은\n[PAL:02][KATAKANA]쥐[HIRAGANA]로 변해 버렸다[PAL:00]고 하더라.[FIN]그럼 할 일도 끝났으니 돌아가야겠군.\n그 말괄량이 여자가 오면\n상대하기 힘들거든.[FIN]\n그럼 잘 가!\n이제 [KATAKANA]실수[HIRAGANA]는 하지 마!	late-story	translated
C0-09A976	[DFT][E2:04DC]뭐야, 잠깐! 쉿쉿!\n이쪽으로 오지 마![NXT]가	npc-dialogue	translated
C0-09A998	[DFT][E2:04DC]뭐··········\n[NXT]가[KATAKANA]으아아아아아아아아아[HIRAGANA]악!\n[KATAKANA]쥐다아아아아아아아아아아악!![NXT]가	npc-dialogue	translated
C0-09A9D3	[DFT][E2:040A]으· [PAU:28]안 돼[KATAKANA]ーーーーーー[HIRAGANA]!\n더는 못 참겠어!!	npc-dialogue	translated
C0-09AB1C	[DFT][E2:034A]미안하지만 나는 이런 여자는 질색이야.\n말을 잘 들으면 네가 인간으로\n돌아가는 방법을 알려 줄 수도 있어˳	npc-dialogue	translated
C0-09AB5D	[DFT][E2:0357]헤헤, 잘했어.\n정말이지 그 여자는 뭐야?\n엄청난 말괄량이더군.[FIN]자, 거래를 시작해 보자.\n[PAU:14]사실 이 연구소 안에는\n본부라는 곳에서 보내오는\n[PAL:02]연구 자금[PAL:00]이 있다는 모양이야.[FIN]그런데 [PAL:02]방 앞을\n경비원 셋이 지키고 있어서[PAL:00] 들어갈 수가 없어.\n너는 [KATAKANA]쥐[HIRAGANA]잖아.\n나보다 여기저기 돌아다니기 쉽겠지?[FIN]그래서 말인데![PAL:02]그 자금을 손에 넣어\n나에게 건네 줘.\n[PAL:00]그러면 네가 인간으로 돌아가도록 도와줄게.[FIN]나는 여기서 기다릴 테니\n저 쥐구멍으로 여러 곳에 갈 수 있을 거야.\n부탁한다, [KATAKANA]쥐 녀석[HIRAGANA]!	late-story	translated
C0-09ACA1	[DFT][E2:030E]어떻게 됐어? 보물은 찾았나?\n[PAU:0A]···뭐야, 빈손이잖아.\n너도 인간으로 돌아가고 싶지?[FIN]연구 자금이 있는 방 앞에는\n[PAL:02]경비원 셋[PAL:00]이 있을 거야.\n그걸 표식 삼아 찾아.\n부탁한다, [KATAKANA]쥐 녀석[HIRAGANA]!	late-story	translated
C0-09AD25	[DFT][E2:030D]잘했잖아, [KATAKANA]쥐 녀석[HIRAGANA]!\n그럼 바로 그 보물을\n이쪽에 넘겨 줘.[TPL:D7] [KATAKANA]코테츠[HIRAGANA]에게 [PAL:02]5000[KATAKANA]트론[HIRAGANA][PAL:00]을\n빼앗겼다![FIN]자, 약속은 지켜야겠지.\n너 [PAL:02]비밀 연구실[PAL:00]은 알고 있지?\n네가 [KATAKANA]쥐[HIRAGANA]로 변한 곳 말이야.\n거기서 기다릴 테니 나중에 와˳	late-story	translated
C0-09ADCC	[DFT]응?\n[PAU:28]···이봐··· 정말 이것밖에 없었어?\n···뭐, 어쩔 수 없지.[FIN] [KATAKANA]코테츠[HIRAGANA]에게 [PAL:02]소지금 전부[PAL:00]를\n빼앗겼다![FIN][JMP]6[BYTE:AD][DFT]응?···잠깐만.\n돈은 어떻게 했어? 돈 말이야!\n돈이 없으면 인간으로 돌아갈 수 없는데.\n아[KATAKANA]ー[HIRAGANA]아[KATAKANA]ー[HIRAGANA], 불쌍하게도˳	late-story	translated
C0-09AE65	[DFT]수상한데, 이 기계···\n[KATAKANA]스위치[HIRAGANA]를 눌러도\n아무 반응이 없잖아.\n고장 난 건가···˳	npc-dialogue	translated
C0-09AEA4	[DFT][E2:037E]··········\n···뭐야, 너?\n여기서 뭘 하고 있어? 이런 곳에서˳	npc-dialogue	translated
C0-09AECF	[DFT][E2:045B]뭐? 너라니! 너라니!\n당신이야말로 뭐야? 보아하니\n이곳 관계자도 아닌 것 같은데?[FIN][E2:0340]이런[KATAKANA]ー[HIRAGANA]! 정말 재수 없는 여자네!\n그런데 거기 [KATAKANA]쥐 녀석[HIRAGANA]은 뭐야?\n너도 [KATAKANA]못된 소장[HIRAGANA]의 희생자인가?[FIN][E2:04D4][KATAKANA]쥐[HIRAGANA] 따위와 이야기하다니,\n점점 더 이상한 사람이네!\n당신 대체 뭐야?[FIN][E2:037E]··시끄러운 여자군.\n이봐, [KATAKANA]쥐 녀석[HIRAGANA]!\n네가 인간의 말을 알아듣는다면\n이 여자를 쫓아내 줘˳	late-story	translated
C0-09AFBC	[DFT][E2:033F]이봐, [KATAKANA]쥐 녀석[HIRAGANA].\n너를 인간으로 돌려놓는 방법을\n알려 줘도 좋아.	npc-dialogue	translated
C0-09B119	[DFT]또 새로 온 [KATAKANA]쥐[HIRAGANA]다, 찍!\n요즘 외부인이 늘어서 곤란하다, 찍!\n[KATAKANA]여기[HIRAGANA]는 [KATAKANA]우리[HIRAGANA]의 영역이다, 찍!\n저쪽으로 가라, 찍!˳	npc-dialogue	translated
C0-09B16D	[DFT]몇 번을 와도 [KATAKANA]안 돼[HIRAGANA], 찍!\n[PAU:14]···뭐라고[KATAKANA]?[HIRAGANA]\n너는 원래 인간이라서 다시\n인간으로 돌려달라는 거냐, 찍?[FIN]아무래도 수상하다, 찍!\n그런데 [KATAKANA]쥐[HIRAGANA] 주제에\n인간을 동경하는 것도 이상하다, 찍!\n[PAU:14]좋아! 그럼 시험해 보겠다, 찍![FIN]지금 [PAL:02]식당에서\n[PAL:02][KATAKANA]쥐[HIRAGANA] 소탕 작업[PAL:00]을 하고 있어서\n먹을 것을 가지러 갈 수가 없어\n아주 곤란하다, 찍![FIN]네가 가서\n저 녀석들을 어떻게든 해라, 찍!\n못 하겠다면\n여기를 지나가게 해 주지 않겠다, 찍!	late-story	translated
C0-09B277	[DFT]아직도 식당 녀석들을\n어떻게 못 하겠나, 찍?\n원래 인간이라는 건\n[KATAKANA]거짓말[HIRAGANA]이지, 찍?˳	npc-dialogue	translated
C0-09B2B3	[DFT]뭐? 정말 식당 녀석들을\n어떻게 해 준 거냐, 찍?\n너 대단하다, 찍!\n그럼 식사하러 가겠다, 찍!	npc-dialogue	translated
C0-09B324	[DFT]너도 공장장에게 [KATAKANA]쥐[HIRAGANA]로\n변해 버린 거냐, 찍?\n머지않아 이 공장은\n[KATAKANA]쥐[HIRAGANA] 천지가 될 거다, 찍![FIN]그러고 보니 위쪽에 있는\n[PAL:02]지진 발생 장치[PAL:00]의 관리자도\n[KATAKANA]쥐[HIRAGANA]가 됐다는 모양이다, 찍!\n그 녀석은 어디로 갔는지 아나, 찍?˳	late-story	translated
C0-09B3B0	[DFT]아까 저 안쪽 방에서\n여자아이가 [KATAKANA]어슬렁[HIRAGANA]거리고 있었어, 찍!\n잠깐 들여다봤더니 엄청난 소리로\n비명을 질러서 깜짝 놀랐지, 찍!˳	npc-dialogue	translated
C0-09B455	[DFT]잠깐 식사하러 왔을 뿐인데\n저 인간이 방해한다, 찍!\n어떻게 좀 해 줘, 찍!˳	npc-dialogue	translated
C0-09B48C	[DFT]이제 편하게\n식사를 할 수 있게 됐다, 찍!\n여기 밥은\n제법 맛있다, 찍!˳	npc-dialogue	translated
C0-09B523	[DFT]나도 전에는\n전투원이었어, 찍!···\n이런 꼴을 당하다니\n소장이 원망스럽다, 찍!˳	npc-dialogue	translated
C0-09B55C	[DFT]나도 전에는 전투원이었어, 찍!\n실수로 지진 발생 장치의\n자폭 [KATAKANA]스위치[HIRAGANA]를 누를 뻔해서\n소장에게 [KATAKANA]쥐[HIRAGANA]로 변해 버렸지, 찍![FIN]지진 발생 장치는\n[PAL:02]오른쪽으로 세 번, 왼쪽으로 두 번[PAL:00] [KATAKANA]스위치[HIRAGANA]를 누르면\n자폭해 버린다는 모양이야, 찍![FIN]하지만 지금의 나는 상관없어, 찍!\n[KATAKANA]쥐[HIRAGANA]는 마음 편해서 좋다, 찍!˳	late-story	translated
C0-09BC61	[DFT]···여긴 대체 어디지···[FIN]우주선은?\n[PAU:1E][KATAKANA]티아트론[HIRAGANA]은?\n[PAU:1E]···[PAU:1E][NAM:00]은?	late-story	translated
C0-09BE44	[DFT][E2:127E]··난 모르겠어.\n[PAU:28]그럼 너는···\n대체 누구야?	npc-dialogue	translated
C0-09BE72	[DFT][E2:123B]이분은 [PAL:02][KATAKANA]나폴레옹[HIRAGANA][PAL:00]이야.\n우리의 소중한 동료지.\n우리 외의 사람에게는 말투가 거칠지만\n[PAU:1E]기분 나쁘게 생각하지 마˳	npc-dialogue	translated
C0-09BEC3	[DFT][E2:1280]아무것도 모르는 당신을\n끌어들여 미안해.[FIN]하지만 당신이라면 믿을 수 있을 것 같아.\n처음 만났는데도···\n[PAU:1E]왜 그런 걸까˳	event-dialogue	translated
C0-09BF0D	[DFT][E2:12D4][KATAKANA]러스[HIRAGANA]크···[PAU:1E]가 아니네.\n[PAU:1E][KATAKANA]나폴레옹[HIRAGANA]에게 들었어.\n[PAL:00][KATAKANA]러스[HIRAGANA]크가 [KATAKANA]부상[HIRAGANA]을 입었다면서?[FIN]걱정이야···[PAU:1E]하지만 나는\n여기를 떠날 수가 없어···[FIN]뭐?[PAU:1E][KATAKANA]나폴레옹[HIRAGANA]과 [KATAKANA]가토[HIRAGANA] 말이야?\n[PAU:1E][KATAKANA]러스[HIRAGANA]크가 아주 소중한 것을\n누군가에게 빼앗긴 모양이야.[FIN]그걸 찾으러\n[PAL:02]동굴[PAL:00]에 갔어.\n그게 누군가의 손에 넘어가면\n큰일이 나니까···˳	late-story	translated
C0-09BFE5	[DFT][E2:1280][SKP:4A]우리는 다른 별에서 왔어···\n[PAU:1E]믿어 줄 수 있을까?[FIN][KATAKANA]러스[HIRAGANA]크와 [KATAKANA]가토[HIRAGANA]와 나는\n같은 일을 하고 있었어.\n그런데···\n[PAU:1E][KATAKANA]러스[HIRAGANA]크는 왜···˳	event-dialogue	translated
C0-09C04B	[DF4][E2:0D80][DF5]정말 [PAL:02][KATAKANA]러스[HIRAGANA]크[PAL:00]였던 건가?\n[PAU:1E]···[PAU:28]그래서 그 녀석은\n무슨 말은 하지 않았나?[FIN][E2:124F]조금 멍해 보이긴 했지만\n그건 평소에도 그렇고···\n[PAU:1E]일단 이곳에 관해서는\n이야기하고 왔지만···˳	event-dialogue	translated
C0-09C132	[DFT][E2:124B]잠깐 기다려!	npc-dialogue	translated
C0-09C140	[DFT]당신, 자신과 똑같이 생긴 남자를\n본 적 없어?\n[PAU:28]···뭐?[PAU:1E]그 마을 민가에?\n[PAU:1E]정말이야?	npc-dialogue	translated
C0-09C17D	[DF4][E2:0DD4][KATAKANA]밀피[HIRAGANA][PAU:1E] 기다려.\n[PAU:1E]이 녀석 말이 사실인지 아닌지\n이 녀석에게 안내를 시켜\n[KATAKANA]나폴레옹[HIRAGANA]에게 확인하게 하자˳	npc-dialogue	translated
C0-09C1D8	[DF4][E2:0D3F]예전의 나와 나는 구별할 수 없어.\n[PAU:1E]게다가 이 녀석은 아무래도 수상해.\n눈을 뗄 수가 없어˳	npc-dialogue	translated
C0-09C210	[DFT][E2:127E]··············\n[PAU:1E]··········알겠어[TPL:]	npc-dialogue	translated
C0-09C236	[DFT]저기, [PAU:28]당신에게 그 [E2:1A4E]\n[KATAKANA]러스[HIRAGANA]크가 있는 곳으로 가 줬으면 해.\n[PAU:1E]당신에게 나쁜 짓은 하지 않을 테니···\n[PAU:1E]부탁이야˳	npc-dialogue	translated
C0-09C281	[DFT]···놀랐어.\n당신은 그런 모습으로 변할 수 있어?\n하지만 우리에게는 당신의\n진짜 모습이 보여˳	npc-dialogue	translated
C0-09C3B1	[DFT][E2:0D7E]···········\n[PAU:28]설마 나를\n속이려는 건 아니겠지?	npc-dialogue	translated
C0-09C3DF	[DFT][E2:0DD4][KATAKANA]러스[HIRAGANA]크인가?[PAU:1E]아니, 어느 쪽이든 상관없어.\n[PAU:14]어슬렁어슬렁 나타나다니\n[KATAKANA]바보[HIRAGANA] 같은 녀석![FIN]뭐?[PAU:14]이 [E2:0054]가\n불완전한 몸이라고?\n[PAU:1E]하하하! [PAU:14]그런 수작에\n내가 속을 것 같나?[FIN]너는 언제나 그랬지.\n[PAU:14][KATAKANA]러스[HIRAGANA]크.\n[PAU:1E]싱글벙글 웃는 얼굴로 어느새\n내 앞을 앞질러 가 버렸지···[FIN]확실히 이 [E2:005D]는\n네가 만든 발명품이다.\n[PAU:14]하지만 너는 이것을 사용하는 걸\n거부했지···[FIN]그러니 이 내가 써 주마.\n[PAU:14]시간을 보는 [KATAKANA]프리즘[HIRAGANA]으로\n과거를, [PAU:0A]미래를, [PAU:0A]마음껏 들여다보며\n시간의 흐름을 조종해 주마!	late-story	translated
