# C0 translation review sheet generated from the verified catalog.
# id	offset	slot length	category	priority	duplicate of	translation	Japanese
C0-079A67	0x079A67	0x0030	npc-dialogue	P3		pending	[DFT]おめえなあ 人と人が話す時は\n目と目をあわせて\nこんにちはから はじめるもんだべ˳
C0-079A98	0x079A98	0x00C3	event-dialogue	P2		translated	[DFT]おう お前か しゃべる[KATAKANA]カニ[HIRAGANA]から\n話は 聞いてるべ\n[PAU:14]他人を 船には乘せたくねえが\n[KATAKANA]カニ[HIRAGANA]の たのみじゃことわれねえべ[FIN]おらは昔 [KATAKANA]カニ[HIRAGANA]の漁をしててなあ\n[KATAKANA]カニ[HIRAGANA]で おまんま食ってたのよ\nたのみぐらい聞いてやらんと\n[KATAKANA]バチ[HIRAGANA]が あたるべよ[TPL:D7]船だったら\n[PAL:02]さんばしの右[PAL:00]にとまっている船を\n使いな 雪山までおめえを\nつれてってくれるはずだべ˳
C0-079B5C	0x079B5C	0x003E	npc-dialogue	P3		pending	[DFT]おうっ [KATAKANA]ネズ公[HIRAGANA]かいっ\nおらも 若かった時は\nかわいいあの子に [PAL:03][KATAKANA]チュウチュウ[HIRAGANA]\n[PAL:00]言わせてたもんだべ˳
C0-079C15	0x079C15	0x0065	npc-dialogue	P3		pending	[DFT]おれ 南の島の[KATAKANA]ガイド[HIRAGANA]!\nお前 とっても運がいい!\n南の島 とてもいい所!\nおれ 案内する![TPL:D7]この船 お前を乘せる!\nこの船 南の島へ行く!\nさあ 乘る乘る!!
C0-079CDD	0x079CDD	0x0076	event-dialogue	P2		translated	[DFT]だ·だんなじゃないですかっ!\nあっしですよ!\nむかし [KATAKANA]ハッカー[HIRAGANA]の幹部をしていた\nさわ[KATAKANA]ガニ[HIRAGANA]ですよ![FIN]だんなにお教えしたいことがあって\nはるばる やってきたんですが\nこの 子供たちに\nつかまっちまいましてね [KATAKANA]トホホ[HIRAGANA]˳
C0-079D54	0x079D54	0x002A	npc-dialogue	P3		pending	[DFT]だんなぁ\nなんとかしてくださいよ\nこれじゃだんなと\n話もでき···[KATAKANA]イテテテ[HIRAGANA]˳
C0-079D7F	0x079D7F	0x01A5	event-dialogue	P2		translated	[DFT]あ·ありがとうございやした!\nだんなは やっぱり\nいい方ですねえ [PAU:1E][KATAKANA]グスン[HIRAGANA][FIN]そうそう 話ってのはですね\n[PAL:02]だんなの 父上[PAL:00]のことなんですよ\nあっしの [KATAKANA]ハッカー時代[HIRAGANA]の\n仲間から 聞いたんですけどね[FIN]なんでも だんなの父上は\n今 [PAL:02][KATAKANA]ハッカー本部[HIRAGANA][PAL:00]で\nはたらかされてるって話ですよ[FIN]あいつらのことです お父上が\nどんな目にあってるか···\n[PAU:28]だんなっ!すぐにでも\n助けにいくべきじゃないですかい?[FIN][PAL:02][KATAKANA]ハッカー本部[HIRAGANA][PAL:00]なら あっしも\n研修旅行で 行ったことがありやす\nだんなに 場所をお教えします\nすぐにでも 行ってくださいっ![FIN]上の家の 漁師のおやじに\n[KATAKANA]ハッカー本部[HIRAGANA]のある島まで行ける\n[PAL:02]船[PAL:00]を出してくれるよう\n話をつけてありやす[FIN]ささっ[PAU:14]だんなっ!急いで!\nとりあえずは 漁師のおやじに\n声をかけてやってくだせえ˳
C0-079F25	0x079F25	0x0046	npc-dialogue	P3		pending	[DFT]まずは 漁師のおやじに\n声をかけてやってくだせえ\n[KATAKANA]ハッカー本部[HIRAGANA]のある所は 雪山で\n寒いですから気をつけてくだせえ˳
C0-079F6C	0x079F6C	0x0028	npc-dialogue	P3		pending	[DFT][KATAKANA]ネズミ[HIRAGANA]なんかにゃあ\n[KATAKANA]カニ[HIRAGANA]の気持ちは わかるまいよ\n[PAU:1E]ふっ···˳
C0-07A03E	0x07A03E	0x0030	npc-dialogue	P3		pending	[DFT]なんだよぉ\nぼくたちが 見つけた[KATAKANA]カニ[HIRAGANA]だぞ!\nいじめて遊ぶんだから\nじゃまするなよなあ˳
C0-07A06F	0x07A06F	0x008E	event-dialogue	P2		translated	[DFT]え?[KATAKANA]カニ[HIRAGANA]いじめをやめろ?\nなんでだよ 面白いのに!\n[PAU:1E][NXT]ぞ···[NXT]がそうだな やめてもいいよ\nでも [KATAKANA]タダ[HIRAGANA]ってわけにはいかないぜ[FIN]にいちゃん 発明家だろ?\n[PAL:02]面白い発明品[PAL:00]を\n何か ぼくたちにちょうだいよ\nいいのを [PAL:02]裝備して[PAL:00]見せてね˳
C0-07A0FE	0x07A0FE	0x0039	npc-dialogue	P3		pending	[DFT]なんだよ それ\nそんな つまんないものじゃやだよ\nそうだなあ 人にいたずらして\n遊べるものなんて いいなあ˳
C0-07A138	0x07A138	0x0029	npc-dialogue	P3		pending	[DFT]面白そうなものがあったら\nちゃんと 裝備して\nぼくたちに 見せてよね˳
C0-07A162	0x07A162	0x0078	event-dialogue	P2		translated	[DFT][NXT]ぎわあっ それなに!?\n[PAU:1E][NXT]がえ?大きな音をだして\n人をおどかせるもの?\n[PAU:1E]いいないいな それちょうだい![FIN] [NAM:00]は\n[PAL:02] びっくり[KATAKANA]ホーン[HIRAGANA][PAL:00]を うばわれた![FIN]\nわ[KATAKANA]ー[HIRAGANA]い わ[KATAKANA]ー[HIRAGANA]い\nこれを使って 遊ぼうぜ[KATAKANA]ー[HIRAGANA]っ!
C0-07A1DB	0x07A1DB	0x001B	npc-dialogue	P3		pending	[DFT]なんだよ この[KATAKANA]ネズミ[HIRAGANA]\nおまえも いじめちゃうぞ!
C0-07A318	0x07A318	0x0050	npc-dialogue	P3		pending	[DFT][KATAKANA]オレ[HIRAGANA]はなあ 今悲しいんだ!\n[KATAKANA]オレ[HIRAGANA]のかわいい [KATAKANA]カトリーヌ[HIRAGANA]···\n···あ [PAU:3C]にわとりの名前だけどね\n[PAU:1E]が [PAU:1E]いなくなっちまったんだよ!
C0-07A369	0x07A369	0x0086	event-dialogue	P2		translated	[DFT][KATAKANA]カ[HIRAGANA]·[PAU:1E][KATAKANA]カトリーヌ[HIRAGANA]ぅっ!!!\nどこに行ってたんだあっ!\nとても 心配したんだぞぉっ!![FIN]君が 見つけてくれたのか?\nありがとう!\nそうだ!何か礼をさせてくれ![TPL:D7]持ち物が いっぱいのようだね\nにもつの少ない時に\nまた ぜひ 来てくれ!
C0-07A3F0	0x07A3F0	0x0076	event-dialogue	P2		translated	[DFT]これは このあいだ\n[KATAKANA]カトリーヌ[HIRAGANA]が どこからか\nひろってきたんだ\nこれを君に お礼としてあげよう![FIN] [NAM:00]は\n[PAL:02] [KATAKANA]プラズマブレイド[HIRAGANA][PAL:00]を いただいた![TER][DFT]にわとりはねぇ かわいいよ\nもう 見ているだけで\nほっとするねえ˳
C0-07A467	0x07A467	0x001F	npc-dialogue	P3		pending	[DFT][KATAKANA]ネズミ[HIRAGANA]より にわとりの方が\n数十倍かわいいねえ˳
C0-07A4FC	0x07A4FC	0x000C	npc-dialogue	P3		pending	[DFT][NXT]ぎ\n[KATAKANA]コケッ[HIRAGANA]![NXT]が
C0-07A509	0x07A509	0x000D	npc-dialogue	P3		pending	[DFT][NXT]ぎ\n[KATAKANA]コケーッ[HIRAGANA]![NXT]が
C0-07A517	0x07A517	0x0015	npc-dialogue	P3		pending	[DFT][KATAKANA]コケケッ[HIRAGANA] [KATAKANA]エサ[HIRAGANA]くれ [KATAKANA]エサッ[HIRAGANA]!
C0-07A52D	0x07A52D	0x0037	npc-dialogue	P3		pending	[DFT]きゃ[KATAKANA]ー[HIRAGANA]っ あんたって\n[KATAKANA]コケティッシュ[HIRAGANA]な顔してるわね\nあたし [KATAKANA]ファン[HIRAGANA]になりそうよ\n[KATAKANA]コケケッ[HIRAGANA]!
C0-07A565	0x07A565	0x0020	npc-dialogue	P3		pending	[DFT][KATAKANA]カトリーヌ[HIRAGANA]なら [PAL:02]家のかげ[PAL:00]に\nかくれてる[KATAKANA]コケ[HIRAGANA]˳
C0-07A60D	0x07A60D	0x003E	npc-dialogue	P3		pending	[DFT]え?また ご主人樣が\n大さわぎしてる[KATAKANA]コケ[HIRAGANA]?\nいつも こうなんだ[KATAKANA]コケ[HIRAGANA]\nちょっと さんぽしてただけだ[KATAKANA]コケ[HIRAGANA]˳
C0-07A64C	0x07A64C	0x0021	npc-dialogue	P3		pending	[DFT]心配してくれるのは\nうれしいけど\nかほごは こまる[KATAKANA]コケ[HIRAGANA]˳
C0-07AED5	0x07AED5	0x000C	npc-dialogue	P3		pending	[DF4][BYTE:AE]ぅぐぽひ[BYTE:B1]れPぐで 
C0-07B111	0x07B111	0x0043	event-dialogue	P2		translated	[DFT] [NAM:00]は\n[PAL:02] ┌発明の友 [KATAKANA]レベル[HIRAGANA][NUM:02F005]┘[PAL:00]の\n 本を 読んでみた[FIN] だが むずかしくて\n よく わからなかった˳
C0-07B155	0x07B155	0x002B	npc-dialogue	P3		pending	[DFT] [NAM:00]は\n[PAL:02] ┌発明の友 [KATAKANA]レベル[HIRAGANA][NUM:02F005]┘[PAL:00]の\n 本を 読んでみた
C0-07B181	0x07B181	0x0031	event-dialogue	P2		translated	[DFT] [NAM:00]は\n[PAL:02] ┌発明の友 [KATAKANA]レベル[HIRAGANA][NUM:02F005]┘[PAL:00]の\n 本を 読みかえした[FIN][STR:DADA81]
C0-07B1C9	0x07B1C9	0x0016	npc-dialogue	P3		pending	[DFT]雨ふった!雨ふった!\nやった やった!
C0-07B23D	0x07B23D	0x0044	npc-dialogue	P3		pending	[DFT]ここ おれの村!\nあした おまえを火山に案内する\n火山すごい おまえ気に入る!\n今日は 村の中見るといい˳
C0-07B282	0x07B282	0x0047	npc-dialogue	P3		pending	[DFT]今日は 火山見るのにいい日!\nおまえ 俺の後ついてくる!\nおれ 火山に案内する!\n神樣よろこぶ!みんなよろこぶ!
C0-07B367	0x07B367	0x0035	npc-dialogue	P3		pending	[DFT]ぅぐぽ[BYTE:B4][BYTE:B3]ぅ[DFT]火山 神樣が住んでる\nでも 神樣おこってる\n神樣おこると とてもこわい!
C0-07B39D	0x07B39D	0x0016	npc-dialogue	P3		pending	[DFT]こわい こわい\nまた 神樣おこってる!
C0-07B3B4	0x07B3B4	0x003F	npc-dialogue	P3		pending	[DFT]たいへん たいへん\nきとう師が 神樣のたたりと言って\n村の人 みんな[KATAKANA]ネズミ[HIRAGANA]にした!\nどうしよう どうしよう˳
C0-07B3F4	0x07B3F4	0x0037	npc-dialogue	P3		pending	[DFT]おまえ 村の人助けた!\n神樣も おこらなくなった!\nおれたち うれしい!\nみんな おまえのおかげ!
C0-07B42C	0x07B42C	0x0013	npc-dialogue	P3		pending	[DFT][KATAKANA]ネズミ[HIRAGANA]いらない!\nあっち行く!
C0-07B4E8	0x07B4E8	0x0029	npc-dialogue	P3		pending	[DFT]ぅぐぽよ[BYTE:B5]ぅ[DFT]よくきた よくきた\nかんげい!かんげい!\nこれ かんげいのおどり!
C0-07B512	0x07B512	0x002B	npc-dialogue	P3		pending	[DFT]たくさん 話しかけるのだめ!\nおどり みんなといっしょに\nうまく おどれなくなる!
C0-07B53E	0x07B53E	0x0021	npc-dialogue	P3		pending	[DFT]こ·これ まよけのおどりっ!\n死んだ人 帰ってきちゃだめ!
C0-07B560	0x07B560	0x0031	npc-dialogue	P3		pending	[DFT]たいへん たいへん!\nみんな ねずみになった!\nねずみ おどることできない\nこまった こまった˳
C0-07B592	0x07B592	0x0023	npc-dialogue	P3		pending	[DFT]おまえ やっぱり神樣の使い!\nこれ 神樣をたたえるおどり!
C0-07B5B6	0x07B5B6	0x001D	npc-dialogue	P3		pending	[DFT]これ 雨ごいのおどり!\nあつくて おどるのもたいへん!
C0-07B5D4	0x07B5D4	0x001A	npc-dialogue	P3		pending	[DFT]雨ふった 雨ふった!\nこれ かんげきのおどり!
C0-07B6C0	0x07B6C0	0x0032	npc-dialogue	P3		pending	[DFT]ねずみになると 料理できない!\n料理できないと おれ 仕事ない!\nこまった こまった˳
C0-07B6F3	0x07B6F3	0x0025	npc-dialogue	P3		pending	[DFT]ねずみっ!\nねずみ すごいごちそう!\nおまえ 料理の材料になる!
C0-07B719	0x07B719	0x006F	event-dialogue	P2		translated	[DFT][KATAKANA]オレ[HIRAGANA] この村の料理人!\n[KATAKANA]オレ[HIRAGANA] おいしい料理作る!\n料理の材料 このつぼで\nぐつぐつ にこむ!![FIN]今日の 料理の材料は···\n[PAL:02][PAU:1E]あ[PAU:0A]ん[PAU:0A]た[PAU:0A]の [PAU:0A]肉[PAU:0A]だ[PAU:0A]よ[PAL:00]
C0-07B789	0x07B789	0x002E	npc-dialogue	P3		pending	[DFT]おどろいたか?\n[PAU:1E]これ おれたちの村につたわる\n古いじょうだん!\nみんな おどろく˳
C0-07B7B8	0x07B7B8	0x0033	npc-dialogue	P3		pending	[DFT]このごろ 火山に\nばけもの あらわれる\nばけもの にてもやいても食えない\nおれ うれしくない!
C0-07B7EC	0x07B7EC	0x0032	npc-dialogue	P3		pending	[DFT]お·おれ ただの料理作る人!\nおれ ちっとも悪くない!\nだから おれ うらむのよくない!
C0-07B81F	0x07B81F	0x0045	npc-dialogue	P3		pending	[DFT]おまえ 村のえいゆう!\nおれ おまえのため 料理つくる\n今日は [KATAKANA]アリゲーター[HIRAGANA]のからあげ!\nおぎくぼでは ちょっと有名!
C0-07B865	0x07B865	0x001C	npc-dialogue	P3		pending	[DFT]あつくて 料理もたいへん!\nおれ あせ だくだく!
C0-07B91E	0x07B91E	0x0040	npc-dialogue	P3		pending	[DFT]ぅぐぽぎ[BYTE:BA]ぅ[DFT]ここ おまえのねるとこ\nでも 今ねるのはなまけもの\n村の中 ぐるぐるまわる\nつかれてねむる これ最高!
C0-07B95F	0x07B95F	0x005B	event-dialogue	P2		translated	[DFT]いっぱい 村まわったか?\nおまえ 明日は火山に行く\n今日ねると 明日元気いっぱい![FIN]おまえの[KATAKANA]ベッド[HIRAGANA] [KATAKANA]←[HIRAGANA]の方!\nさあ ねるねる\nおやすみ おやすみ˳
C0-07B9BB	0x07B9BB	0x0045	npc-dialogue	P3		pending	[DFT]今日も とてもいい天気!\nおまえ 今日火山に行く\n案内する奴 村の出口にいる\n行ってこい 行ってこい!
C0-07BA01	0x07BA01	0x0039	npc-dialogue	P3		pending	[DFT]おれもねずみ みんなもねずみ\n村中 ねずみだらけ\nみんな きとう師のしわざ!\nおれの商売 あがったり!
C0-07BA3B	0x07BA3B	0x002D	npc-dialogue	P3		pending	[DFT]お·おまえを 火山に送ったの\nきとう師の め·命令!\nお·おれ 悪くない!
C0-07BA69	0x07BA69	0x002D	npc-dialogue	P3		pending	[DFT]おまえ 村の恩人!\n村の恩人は あつくもてなす!\n好きなだけ ねるといい!
C0-07BB93	0x07BB93	0x007F	event-dialogue	P2		translated	[DFT]おや [NAM:00]くん\n君も 招待をうけたのかね?\nわたしかね?わたしはこれも\n仕事のうちでな はっはっはっ[FIN]ところできみ [PAL:03][KATAKANA]ローズ[HIRAGANA][PAL:00]君を\n見かけなかったかね?\nこれからいっしょに海[PAU:14]···いや\n視察に出ようと思ったんだがな˳
C0-07BC13	0x07BC13	0x0038	npc-dialogue	P3		pending	[DFT][KATAKANA]ローズ君[HIRAGANA]を見かけたら\nすぐもどるように伝えてくれ\nせっかく 視察にいい天気なのに\nまったく!
C0-07BD3D	0x07BD3D	0x004A	npc-dialogue	P3		pending	[DFT]ぅぐぽ[NUM:BD6BD7]ここ 村のきとう師樣の家!\nきとう師 神樣のいかりおさめる\nだから きとう師樣えらい\nだから みつぎものいっぱい!
C0-07BD88	0x07BD88	0x003D	npc-dialogue	P3		pending	[DFT]きとう師樣 今 おでかけ!\nきとう師樣 るすの間\n家の中には だれも入れない\nだから おまえも帰る!
C0-07BDC6	0x07BDC6	0x002B	npc-dialogue	P3		pending	[DFT]おれ とてもまちがってた\nきとう師 本当は悪い奴\nおれ とてもはずかしい˳
C0-07BDF2	0x07BDF2	0x003C	npc-dialogue	P3		pending	[DFT]きとう師樣 今村長の家にいる\n村長 きとう師樣の言うこと聞けば\nちゃんと みんな元にもどる!
C0-07BE2F	0x07BE2F	0x0036	npc-dialogue	P3		pending	[DFT]お·おれ ちっともこわくない!\nおれ きとう師樣 信じてる!\nきとう師樣には 神樣ついてる!
C0-07BE66	0x07BE66	0x0042	event-dialogue	P2		translated	[DFT]\nやややややややややっ!\n[NXT]ぞお·お·おまえっ!?[FIN][NXT]ぎたいへん たいへん!\n死んだ人 生き返った!\nたたり!たたり![NXT]が
C0-07BEA9	0x07BEA9	0x0027	npc-dialogue	P3		pending	[DFT]おまえ よく帰ってきた!\n村長が おまえを待ってる!\nはやく行く!
C0-07BF69	0x07BF69	0x00FD	event-dialogue	P2		translated	[DFT]おれ 島のむかし話知ってる\n聞きたいか?\n 聞かせて 聞かせて\n 別に いいよ[TER][CLR]むかしむかし この島に\n神樣 空からふってきた\n神樣 火も熱くない\n神樣 [KATAKANA]ヤリ[HIRAGANA]も痛くない[FIN]むかしの村の人 火山に困ってた\nじしんいっぱい 火の粉いっぱい\nでも神樣 火山に行って\n火山を おとなしくさせた![FIN]ある時 神樣いなくなった\n神樣のいる場所 村長だけ知ってる\nでも神樣 村の人困った時\nきっと また 助けてくれる˳
C0-07C067	0x07C067	0x002A	npc-dialogue	P3		pending	[CLR]聞くは 一時のはじ!\n聞かぬは 一生のはじ!\nいつでも 聞きにこい!
C0-07C092	0x07C092	0x0080	event-dialogue	P2		translated	[DFT]きとう師 変な光で\nみんなを [KATAKANA]ネズミ[HIRAGANA]にした!\nきとう師 神樣のいる場所聞きに\n村長の家に 行った![FIN]あいつ 本当は悪い奴!\n神樣の場所 知られたら大変!\nおまえ 神樣の使い!\n村長 助ける!
C0-07C113	0x07C113	0x004A	npc-dialogue	P3		pending	[DFT]村の言い伝え こう言ってる\nいつか 神樣の使いやってきて\n村を救い 村の宝受け取る\nおまえきっと 宝 手に入れる!
C0-07C15E	0x07C15E	0x0045	event-dialogue	P2		translated	[DFT]おれ 見た!\n火山の裹の 秘密のいりえに\n変な男 にげてった[FIN]変な男 変な船に乘って\nいりえから 出てった!
C0-07C1D9	0x07C1D9	0x00BF	event-dialogue	P2		translated	[DFT][E2:04C2]がじゃないの!\n···ひょっとして君も招待状を\nもらって ここに来たの?[FIN]ああもうっ だまされやすい子ね!\nあの招待状をもらった人たちが\n行方不明になってるの 知らないの?[FIN]あたしはね この一件に\nあの [KATAKANA]ハッカー[HIRAGANA]とかいう奴らが\n關係してると にらんでるのよ[FIN]いい?何か変わったことがあったら\nあたしに知らせるのよ わかった?
C0-07C299	0x07C299	0x0038	npc-dialogue	P3		pending	[DFT][E2:040E]う?何かわかったの?\nえ?[PAU:0A]あたしと 話がしたかっただけ?\n[PAU:1E]か·かわいいこと言うじゃないの˳
C0-07C2E3	0x07C2E3	0x000E	npc-dialogue	P3		pending	[DFT]\n えらい 村長の家
C0-07C325	0x07C325	0x0009	npc-dialogue	P3		pending	[DFT]ぐりぐが[BYTE:B1][PAL:02]づ
C0-07C3B6	0x07C3B6	0x002D	npc-dialogue	P3		pending	[DFT]旅の人 よく来た!\n私 この村の村長!\n旅の人 とても かんげいする!
C0-07C3E4	0x07C3E4	0x0033	npc-dialogue	P3		pending	[DFT]旅の人 すまない\nとても はずかしい所見せた\nでも あれ なんでもない\n忘れる 忘れる!
C0-07C418	0x07C418	0x00DF	event-dialogue	P2		translated	[DFT]神のいけにえ 帰ってきた!\nきっとおまえ 本当の神の使い!\n神の使い 村を救う!\n神の使い 村長の話聞く![FIN]村の神樣 本当はやさしい神樣\nでもきとう師 こう言った\nいけにえないと 神樣おこる!\n神樣おこると 火山がおこる![FIN]島にきた人たち いけにえになった\n神樣 今度は[PAL:03]美しい娘[PAL:00]ほしがってる\nでも 村に美しい娘いない\n村長 とてもこまった こまった
C0-07C4F8	0x07C4F8	0x00DD	event-dialogue	P2		translated	[DFT]おまえ 村を救った!\nおまえ 神樣の使い!\n村長の家には むかしから\nこんな 言い伝えがある[FIN]村を救う 神樣の使いくる\n神樣の使いを しんでんに連れてく\nしんでんに 神樣の宝ある\n神樣の宝 そいつのもの![FIN]このふたり 村長に使える者\nしんでんの中への\n道を開けることできる[FIN]こいつらに しんでんの案内させる\nこのふたりと しんでんに行って\n神の宝 うけとってほしい˳
C0-07C5D6	0x07C5D6	0x0043	npc-dialogue	P3		pending	[DFT]おまえと あの娘 男気がある!\nでも おまえ 平気!\nおまえ 神の使い!\nきっと 本当の神樣 守ってくれる!
C0-07C61A	0x07C61A	0x00C1	event-dialogue	P2		translated	[DFT]おまえ 神の宝手に入れたか!\nこれからおまえを 村一番の\nえいゆうにあたえる 名前でよぶ!\nその名前[PAL:02] [KATAKANA]ホンジャラヘノヘ[HIRAGANA]![FIN][PAL:00]神樣の名前かたる 悪者\n海の方へ にげたらしい\n[PAL:02]宿屋の前にいる 村の男\n[PAL:00]変な男 海に行くのを見たらしい[FIN]でも これで 村は安心!\nこれ みんな\n[KATAKANA]ホンジャラヘノヘ[HIRAGANA]の おかげ!!
C0-07C6DC	0x07C6DC	0x0026	npc-dialogue	P3		pending	[DFT][JMP]ぁ[NUM:D7E01B]\nおまえのことは これからずっと\nこの島で かたりつがれる!
C0-07C703	0x07C703	0x0081	event-dialogue	P2		translated	[DFT][E2:1BCD]よくきた よくきた!\n今 この村とても困っている![FIN]ここ数日 雨がぜんぜんふらない\n村の中 からから\n村の人も からから[FIN][KATAKANA]ホンジャラヘノヘ[HIRAGANA]の力で\n雨 ふらすことできないか?\nおまえ 神樣の使い\nきっと 雨ふらせる!
C0-07C785	0x07C785	0x005E	event-dialogue	P2		translated	[DFT][E2:1BCD]おまえ いのったら 雨ふった!\n村人 とてもよろこんでる![FIN]お前 やっぱり村のえいゆう!\n村長の 感謝のしるし!\nすみにある ふたつの箱\nしらべてみるといい!!
C0-07C7E4	0x07C7E4	0x0015	npc-dialogue	P3		pending	[DFT]ねずみもよくきた!\nかんげい かんげい!
C0-07C8BF	0x07C8BF	0x0049	npc-dialogue	P3		pending	[DFT]この人 村長!\n村長 本当は 村で一番えらい!\nでも最近 きとう師の方がえらい!\nだけど とてもやさしい いい人!
C0-07C909	0x07C909	0x002F	npc-dialogue	P3		pending	[DFT]いけにえ 帰ってきた!\nきっとおまえ 神樣の使い!\nえらい村長 そう言ってる!
C0-07C939	0x07C939	0x002E	npc-dialogue	P3		pending	[DFT]おまえ 村を救った!\nおまえ やっぱり神の使い!\nえらい村長 そう言ってる!
C0-07C968	0x07C968	0x0042	npc-dialogue	P3		pending	[DFT]おれたち 秘密のおどり知ってる\nおどりおどると しんでんの道開く\nおまえのために おどりおどる\nおれたちに ついてくる!
C0-07C9AB	0x07C9AB	0x003F	npc-dialogue	P3		pending	[DFT]宝 見つかったか?\n神樣 人をためす\nでも 本当に神樣の使いなら\nきっと 神樣の宝手に入れる!
C0-07C9EB	0x07C9EB	0x0033	npc-dialogue	P3		pending	[DFT]おまえ 村の恩人!村の恩人!\nおまえのこと これからずっと\n村で 言い伝えられる!
C0-07CA1F	0x07CA1F	0x0042	npc-dialogue	P3		pending	[DFT]宿屋の前にいる男 [PAL:02]いりえで\n変な男 にげたの見たらしい\n変な男きっと 神樣の名前かたる\n悪いやつ!
C0-07CA62	0x07CA62	0x0021	npc-dialogue	P3		pending	[DFT]村ずっと 雨ふらない\n村 からから\nおれたちも からから˳
C0-07CAFB	0x07CAFB	0x0014	npc-dialogue	P3		pending	[DFT]\nその話 聞かせてもらったわよっ!
C0-07CB10	0x07CB10	0x0034	npc-dialogue	P3		pending	[DFT][E2:043F]もしろい話じゃない!\n[PAL:03]美しい娘[PAL:00]のいけにえって言うんなら\nここに いるじゃないの!
C0-07CB45	0x07CB45	0x0088	event-dialogue	P2		translated	[DFT]ちょっと![PAU:14]人の話を 聞いてるの?\n[PAU:14]この[KATAKANA]ミント[HIRAGANA]さんが いけにえに\nなってあげるって言ってるのよ!\n神樣とかの正体をつきとめてやるわ[FIN][NAM:00]\n[PAU:14]君もいっしょにくるのよ\n何を いやそうな顔してるのよ?\nかよわい女性ひとりで行かせる気?
C0-07CCD2	0x07CCD2	0x00CC	event-dialogue	P2		translated	[DFT]ぅぐぽち[STR:6BD8C3]ぐきとうし:\n[PAL:00]村長!神樣 宝返すように言ってる\nこのままだと 火山どっか[KATAKANA]ー[HIRAGANA]ん!\nだから 早く神樣の宝返す![TPL:D8][PAL:02]村長:\n[PAL:00]神樣 いい神樣 そんなことしない\n村長 神樣の宝守るのが仕事\n神樣の宝 わたせない˳[TPL:D8][PAL:02]きとうし:\n[PAL:00]村長 ごうじょう!\nきっと よくないことおきる!\n早く考え変える!またくる!
C0-07CDC5	0x07CDC5	0x006A	event-dialogue	P2		translated	[DF4][PAL:02]きとうし:\n[PAL:00]村長 神樣の言うこときかない!\nだから神樣 きとう師に言った[FIN]これで 村の人[KATAKANA]ネズミ[HIRAGANA]にする!\n言うこときかないと[KATAKANA]ダメ[HIRAGANA]!\n神樣の宝のある場所 教える!
C0-07CE30	0x07CE30	0x0099	event-dialogue	P2		translated	[DF4][PAL:02]村長:\n[PAL:00]神樣 そんなことしない\n村長 神樣の宝守るのが仕事\n神樣の宝 わたせない˳[FIN][PAL:02]きとうし:\n[PAL:00]村長 あいかわらず ごうじょう!\nこれ 神樣がくれたまほう![FIN]神樣 言うこときかない奴\n[KATAKANA]ネズミ[HIRAGANA]に変えてしまえと言った\nこれを 見るいい!
C0-07CECA	0x07CECA	0x002E	npc-dialogue	P3		pending	[DF4]これで 村の人\nみんな [KATAKANA]ネズミ[HIRAGANA]になった\nあとは 村長だけ!\n······むっ?
C0-07CF4B	0x07CF4B	0x0034	npc-dialogue	P3		pending	[DFT]なんで えらいきとう師\nねずみになる!?\n元にもどせ!もどさないと\n神のたたり きっと落ちる!
C0-07CF9F	0x07CF9F	0x0064	event-dialogue	P2		translated	[DFT]おまえ なに!?\nえらいきとう師 神樣に\nおいのりささげてる!\nたいせつな お仕事![FIN]えらいきとう師 いのると\n神樣の声 きこえる\nじゃますると 天ばつくだる!\n帰る!帰る!
C0-07D06B	0x07D06B	0x0029	npc-dialogue	P3		pending	[CLR]々ぐあがぜら[CLR]ぐぽ7[CLR]小[DFT]\nこらっ!\n神樣の場所に 近づくだめっ!
C0-07D188	0x07D188	0x003C	npc-dialogue	P3		pending	[CLR]いがぐだぐ技[BYTE:B2]ぅ[DF4]おまえ ここで待つ!\nすぐに 神樣のおむかえくる\nおれたち 神樣こわい\nだから 帰る!
C0-07D210	0x07D210	0x004E	npc-dialogue	P3		pending	[DFT][NXT]ぎおやっ[PAU:1E] おちびちゃん!\n[PAU:1E]面白い [KATAKANA]ツアー[HIRAGANA]だったねえ!\n最後に 工場が爆発する所なんて\n年がいもなく どきどきしたよ![NXT]が
C0-07D280	0x07D280	0x0068	event-dialogue	P2		translated	[DFT]やれやれ ようやく\n町に 帰ることができる\nこんな[KATAKANA]ツアー[HIRAGANA]\nもう こりごりだ![FIN]え?我々を助け出してくれた\n娘はどうしたかって?\nなんでも 人をさがすとかで\nどこかに 行ってしまったぞ˳
C0-07D310	0x07D310	0x006B	event-dialogue	P2		translated	[DFT]こちら 神樣こと\n天才発明家 [KATAKANA]ペッパー[HIRAGANA]です\nただいま留守にしております[FIN]ご用の方は 発信音の後\n[KATAKANA]メッセージ[HIRAGANA]を入れてください˳\n[PAU:3C]\n[PAL:03]ぴ[KATAKANA]ーーーーーーーーーーーー[HIRAGANA]っ[PAL:00]
C0-07D37C	0x07D37C	0x0060	event-dialogue	P2		translated	[DFT]はいはい こちら\n村一番えらい きとう師!\n神樣の言うこと 何でもきく![FIN]···あれ?\n[PAU:14]神樣 今日とても声若い!\nきっと いけにえのせい!\nとても いいこと!
C0-07D3DD	0x07D3DD	0x001C	npc-dialogue	P3		pending	[DFT] ···········\n ·····応答がない˳
