# English physical dialogue catalog; translation fields are intentionally blank until review.
record_id	region	start_offset	terminator_offset	length_without_terminator	raw_hex	control_summary	ascii_chars	line_breaks	page_breaks	has_highlight	classification	english	korean_translation	translation_status	required_hangul	missing_hangul	length_delta
EN-07B6A0	main-dialogue-3	0x07B6A0	0x07B6CD	45	D7 E3 17 E3 3D 73 6F 20 6D 75 63 68 21 CD 49 20 E3 0F 63 6F 6E 63 65 6E 74 72 61 74 65 21 CD E3 A3 E3 03 E3 4A 6F 66 20 73 74 65 70 21	03:1 0F:1 17:1 A3:1 CD:2 D7:1 E3:6	32	2	0	False	confirmed-record	[TOP][E3][17][E3]=so much!\nI [E3][0F]concentrate!\n[E3][A3][E3][03][E3]Jof step!		pending			
EN-07B6CE	main-dialogue-3	0x07B6CE	0x07B708	58	D7 E3 24 69 73 20 61 20 70 72 6F 74 65 63 74 69 76 65 CD 64 61 6E 63 65 2E 20 E3 5C 73 68 6F 75 6C 64 6E 60 74 CD E3 20 E3 3E 66 72 6F 6D CD E3 00 6F 74 E3 F6 73 69 64 65 21	00:1 CD:3 D7:1 E3:6 F6:1	46	3	0	False	confirmed-record	[TOP][E3]$is a protective\ndance. [E3]\shouldn`t\n[E3] [E3]>from\n[E3][00]ot[E3][F6]side!		pending			
EN-07B709	main-dialogue-3	0x07B709	0x07B74C	67	D7 E3 0D 74 65 72 72 69 62 6C 65 21 CD 45 76 65 72 79 6F 6E 65 60 73 20 E3 3C 63 68 61 6E 67 65 64 CD 74 6F 20 6D 69 63 65 21 D1 4D 69 63 65 20 E3 0F 64 61 6E 63 65 21 CD E3 19 E3 12 49 20 64 6F 3F 21	0D:1 0F:1 12:1 19:1 CD:3 D1:1 D7:1 E3:5	53	3	1	False	confirmed-record	[TOP][E3][0D]terrible!\nEveryone`s [E3]<changed\nto mice!\fMice [E3][0F]dance!\n[E3][19][E3][12]I do?!		pending			
EN-07B74D	main-dialogue-3	0x07B74D	0x07B77D	48	D7 E3 0B 61 20 6D 65 73 73 65 6E 67 65 72 20 6F 66 CD E3 00 44 65 69 74 79 21 20 E3 24 69 73 CD 61 20 50 72 61 69 73 65 20 44 61 6E 63 65 21 21	00:1 0B:1 CD:2 D7:1 E3:3	40	2	0	False	confirmed-record	[TOP][E3][0B]a messenger of\n[E3][00]Deity! [E3]$is\na Praise Dance!!		pending			
EN-07B77E	main-dialogue-3	0x07B77E	0x07B7AD	47	D7 E3 24 69 73 20 61 20 72 61 69 6E 20 44 61 6E 63 65 21 CD E3 0D E3 9C 74 6F 20 64 61 6E 63 65 20 77 68 65 6E CD E3 1B 73 6F 20 68 6F 74 21	0D:1 1B:1 9C:1 CD:2 D7:1 E3:4	37	2	0	False	confirmed-record	[TOP][E3]$is a rain Dance!\n[E3][0D][E3][9C]to dance when\n[E3][1B]so hot!		pending			
EN-07B7AE	main-dialogue-3	0x07B7AE	0x07B7D3	37	D7 E3 0D 72 61 69 6E 69 6E 67 21 20 E3 24 69 73 20 61 CD 63 65 6C 65 62 72 61 74 69 6F 6E 20 64 61 6E 63 65 21	0D:1 CD:1 D7:1 E3:2	32	1	0	False	confirmed-record	[TOP][E3][0D]raining! [E3]$is a\ncelebration dance!		pending			
EN-07B8A5	main-dialogue-3	0x07B8A5	0x07B8D8	51	D7 E3 A3 E3 15 E3 03 61 20 E3 90 49 CD E3 0F 63 6F 6F 6B 2E 20 E3 03 E3 4A 6F 66 20 61 CD 6A 6F 62 21 20 E3 19 61 6D 20 49 20 67 6F 6E 6E 61 20 64 6F 3F	03:2 0F:1 15:1 19:1 90:1 A3:1 CD:2 D7:1 E3:8	33	2	0	False	confirmed-record	[TOP][E3][A3][E3][15][E3][03]a [E3][90]I\n[E3][0F]cook. [E3][03][E3]Jof a\njob! [E3][19]am I gonna do?		pending			
EN-07B8D9	main-dialogue-3	0x07B8D9	0x07B8FE	37	D7 41 20 6D 6F 75 73 65 21 CD 4D 69 63 65 20 E3 1C 74 61 73 74 79 21 CD E3 09 E3 94 62 65 20 6C 75 6E 63 68 21	09:1 1C:1 94:1 CD:2 D7:1 E3:3	28	2	0	False	confirmed-record	[TOP]A mouse!\nMice [E3][1C]tasty!\n[E3][09][E3][94]be lunch!		pending			
EN-07B8FF	main-dialogue-3	0x07B8FF	0x07B97F	128	D7 E3 03 E3 00 76 69 6C 6C 61 67 65 20 63 6F 6F 6B 2C 20 49 CD E3 42 64 65 6C 69 63 69 6F 75 73 20 66 6F 6F 64 21 CD 49 20 73 69 6D 6D 65 72 20 66 6F 6F 64 20 E3 0C 74 68 65 CD 76 69 6C 6C 61 67 65 20 69 6E 20 E3 0E 4A 61 72 21 D1 54 6F 64 61 79 60 73 20 65 6E 74 72 65 65 20 69 73 2E 2E 2E CD C3 02 C9 1E 72 C9 0A 6F C9 0A 61 C9 0A 73 74 C9 0A 20 79 C9 0A 6F C9 0A 75 21 C9 0A C3 00	00:2 02:1 03:1 0A:7 0C:1 0E:1 1E:1 C3:2 C9:8 CD:4 D1:1 D7:1 E3:5	93	4	1	True	confirmed-record	[TOP][E3][03][E3][00]village cook, I\n[E3]Bdelicious food!\nI simmer food [E3][0C]the\nvillage in [E3][0E]Jar!\fToday`s entree is...\n[YELLOW][C9][1E]r[C9][0A]o[C9][0A]a[C9][0A]st[C9][0A] y[C9][0A]o[C9][0A]u![C9][0A][/HIGHLIGHT]		pending			
EN-07B980	main-dialogue-3	0x07B980	0x07B9CD	77	D7 E3 ED 49 20 73 E3 AC 79 6F 75 3F CD C9 1E E3 2C 61 6E 20 6F 6C 64 20 6A 6F 6B 65 20 68 61 6E 64 65 64 CD 64 6F 77 6E 20 74 68 72 6F 75 67 68 20 E3 00 79 65 61 72 73 21 CD 49 74 20 73 63 61 72 65 73 20 65 76 65 72 79 6F 6E 65 2E	00:1 1E:1 AC:1 C9:1 CD:3 D7:1 E3:4 ED:1	64	3	0	False	confirmed-record	[TOP][E3][ED]I s[E3][AC]you?\n[C9][1E][E3],an old joke handed\ndown through [E3][00]years!\nIt scares everyone.		pending			
EN-07B9CE	main-dialogue-3	0x07B9CE	0x07BA1D	79	D7 47 68 6F 73 74 73 20 E3 02 E3 3C 73 68 6F 77 69 6E 67 CD 75 70 20 61 74 20 E3 00 56 6F 6C 63 61 6E 6F 2E 20 42 72 6F 69 6C 65 64 CD 6F 72 20 62 61 6B 65 64 2C 20 E3 01 E3 0F 65 61 74 CD 74 68 65 6D 2E 20 E3 03 E3 1E 68 61 70 70 79 21	00:1 01:1 02:1 03:1 0F:1 1E:1 CD:3 D7:1 E3:7	62	3	0	False	confirmed-record	[TOP]Ghosts [E3][02][E3]<showing\nup at [E3][00]Volcano. Broiled\nor baked, [E3][01][E3][0F]eat\nthem. [E3][03][E3][1E]happy!		pending			
EN-07BA1E	main-dialogue-3	0x07BA1E	0x07BA44	38	D7 49 2E 2E 2E E3 03 E3 00 63 6F 6F 6B 21 21 CD E3 03 E3 1E 65 76 69 6C 21 CD E3 09 E3 5F 68 61 74 65 20 6D 65 21	00:1 03:2 09:1 1E:1 CD:2 D7:1 E3:6	24	2	0	False	confirmed-record	[TOP]I...[E3][03][E3][00]cook!!\n[E3][03][E3][1E]evil!\n[E3][09][E3]_hate me!		pending			
EN-07BA45	main-dialogue-3	0x07BA45	0x07BA91	76	D7 E3 0B E3 00 74 6F 77 6E 20 68 65 72 6F 21 CD E3 06 E3 42 66 6F 6F 64 20 E3 0C 79 6F 75 2E CD 54 6F 64 61 79 2C 20 66 72 69 65 64 20 61 6C 6C 69 67 61 74 6F 72 21 CD E3 0D 66 61 6D 6F 75 73 20 69 6E 20 4F 67 69 6B 75 62 6F 21	00:1 06:1 0B:1 0C:1 0D:1 CD:3 D7:1 E3:6	61	3	0	False	confirmed-record	[TOP][E3][0B][E3][00]town hero!\n[E3][06][E3]Bfood [E3][0C]you.\nToday, fried alligator!\n[E3][0D]famous in Ogikubo!		pending			
EN-07BA92	main-dialogue-3	0x07BA92	0x07BAB3	33	D7 E3 0D E3 9C 74 6F 20 63 6F 6F 6B 21 CD E3 03 73 77 65 61 74 69 6E 67 20 E3 2D 61 20 70 69 67 21	03:1 0D:1 9C:1 CD:1 D7:1 E3:4	24	1	0	False	confirmed-record	[TOP][E3][0D][E3][9C]to cook!\n[E3][03]sweating [E3]-a pig!		pending			
EN-07BB57	main-dialogue-3	0x07BB57	0x07BB9F	72	D7 48 65 72 65 60 73 20 E3 D2 E3 01 73 6C 65 65 70 2E CD E3 36 E3 B1 E3 00 6C 61 7A 79 20 6F 6E 65 73 20 61 72 65 CD 73 6C 65 65 70 69 6E 67 20 6E 6F 77 2E 20 46 69 72 73 74 CD E3 C6 E3 70 E3 00 66 6F 72 65 73 74 21	00:2 01:1 B1:1 C6:1 CD:3 D2:1 D7:1 E3:8	54	3	0	False	confirmed-record	[TOP]Here`s [E3][WAIT][E3][01]sleep.\n[E3]6[E3][B1][E3][00]lazy ones are\nsleeping now. First\n[E3][C6][E3]p[E3][00]forest!		pending			
EN-07BBA0	main-dialogue-3	0x07BBA0	0x07BC10	112	D7 E3 ED E3 01 E3 5E E3 00 77 68 6F 6C 65 CD 66 6F 72 65 73 74 3F 20 E3 A5 E3 3A 72 65 73 74 CD 74 6F 64 61 79 2C 20 74 6F 6D 6F 72 72 6F 77 20 79 6F 75 60 6C 6C CD 67 6F 20 74 6F 20 E3 00 56 6F 6C 63 61 6E 6F 21 D1 E3 40 62 65 64 20 69 73 20 E3 C3 E3 4B B1 2E CD E3 34 E3 26 E3 3A 73 6C 65 65 70 2E CD 47 6F 6F 64 20 6E 69 67 68 74 2E	00:2 01:1 A5:1 B1:1 C3:1 CD:5 D1:1 D7:1 E3:13 ED:1	85	5	1	False	confirmed-record	[TOP][E3][ED][E3][01][E3]^[E3][00]whole\nforest? [E3][A5][E3]:rest\ntoday, tomorrow you`ll\ngo to [E3][00]Volcano!\f[E3]@bed is [E3][C3:E3]K[B1].\n[E3]4[E3]&[E3]:sleep.\nGood night.		pending			
EN-07BC11	main-dialogue-3	0x07BC11	0x07BC68	87	D7 47 72 65 61 74 20 77 65 61 74 E3 F6 61 67 61 69 6E 20 74 6F 64 61 79 21 CD 54 6F 64 61 79 20 79 6F 75 60 6C 6C 20 67 6F 20 74 6F 20 74 68 65 CD 56 6F 6C 63 61 6E 6F 2E 20 E3 40 67 75 69 64 65 20 69 73 CD 61 74 20 E3 00 76 69 6C 6C 61 67 65 20 67 61 74 65 2E	00:1 CD:3 D7:1 E3:3 F6:1	78	3	0	False	confirmed-record	[TOP]Great weat[E3][F6]again today!\nToday you`ll go to the\nVolcano. [E3]@guide is\nat [E3][00]village gate.		pending			
EN-07BC69	main-dialogue-3	0x07BC69	0x07BCB6	77	D7 E3 8F E3 71 6D 69 63 65 2E 20 54 68 65 CD 76 69 6C 6C 61 67 65 20 69 73 20 66 75 6C 6C 20 6F 66 20 6D 69 63 65 21 CD E3 04 53 68 61 6D 61 6E 20 E3 BC 69 74 21 CD 42 75 73 69 6E 65 73 73 20 E3 18 66 61 6C 6C 65 6E 20 6F 66 66 21	04:1 18:1 8F:1 BC:1 CD:3 D7:1 E3:5	64	3	0	False	confirmed-record	[TOP][E3][8F][E3]qmice. The\nvillage is full of mice!\n[E3][04]Shaman [E3][BC]it!\nBusiness [E3][18]fallen off!		pending			
EN-07BCB7	main-dialogue-3	0x07BCB7	0x07BCFE	71	D7 49 74 20 E3 16 E3 00 53 68 61 6D 61 6E 60 73 20 6F 72 64 65 72 73 CD E3 15 E3 01 62 65 20 73 65 6E 74 20 74 6F 20 74 68 65 CD 56 6F 6C 63 61 6E 6F 21 20 49 20 68 61 64 20 E3 66 74 6F CD 64 6F 20 E3 10 69 74 21	00:1 01:1 10:1 15:1 16:1 CD:3 D7:1 E3:6	56	3	0	False	confirmed-record	[TOP]It [E3][16][E3][00]Shaman`s orders\n[E3][15][E3][01]be sent to the\nVolcano! I had [E3]fto\ndo [E3][10]it!		pending			
EN-07BCFF	main-dialogue-3	0x07BCFF	0x07BD33	52	D7 E3 7C 79 6F 75 21 20 57 65 60 6C 6C 20 74 72 65 61 74 CD E3 01 77 65 6C 6C 21 20 53 6C 65 65 70 CD 61 73 20 6D 75 63 68 20 61 73 20 E3 01 77 61 6E 74 21	01:2 CD:2 D7:1 E3:3	44	2	0	False	confirmed-record	[TOP][E3]|you! We`ll treat\n[E3][01]well! Sleep\nas much as [E3][01]want!		pending			
EN-07BE30	main-dialogue-3	0x07BE30	0x07BEBA	138	D7 E3 2A C2 00 2E 20 E3 ED 79 6F 75 CD E3 26 61 6E 20 69 6E 76 69 74 61 74 69 6F 6E 20 74 6F 6F 3F CD 4D 65 3F 20 E3 24 69 73 20 E3 78 6F 66 20 6D 79 CD 6A 6F 62 73 2E 20 48 61 20 68 61 20 68 61 2E D1 E3 ED C3 03 52 6F 73 65 C3 00 20 74 75 72 6E 20 75 70 3F CD E3 8F 74 6F 20 67 6F 20 74 6F 20 E3 00 6F 63 65 61 6E 2E CD C9 14 2E 2E 2E 20 49 20 6D 65 61 6E 2C CD 6F 6E 20 61 20 67 75 69 64 65 64 20 74 6F 75 72 2E	00:3 03:1 14:1 8F:1 C2:1 C3:2 C9:1 CD:6 D1:1 D7:1 E3:8 ED:2	110	6	1	True	confirmed-record	[TOP][E3]*[NAME]. [E3][ED]you\n[E3]&an invitation too?\nMe? [E3]$is [E3]xof my\njobs. Ha ha ha.\f[E3][ED][PINK]Rose[/HIGHLIGHT] turn up?\n[E3][8F]to go to [E3][00]ocean.\n[C9][14]... I mean,\non a guided tour.		pending			
EN-07BEBB	main-dialogue-3	0x07BEBB	0x07BEFD	66	D7 49 66 20 E3 01 E3 4D 52 6F 73 65 2C 20 74 65 6C 6C CD E3 F6 74 6F 20 E3 20 E3 3E 68 65 72 65 2E CD E3 0D 61 20 E3 5D 64 61 79 20 66 6F 72 CD 69 6E 73 70 65 63 74 69 6F 6E 2C 20 62 75 74 2E 2E 2E	01:1 0D:1 CD:3 D7:1 E3:7 F6:1	52	3	0	False	confirmed-record	[TOP]If [E3][01][E3]MRose, tell\n[E3][F6]to [E3] [E3]>here.\n[E3][0D]a [E3]]day for\ninspection, but...		pending			
EN-07BFF6	main-dialogue-3	0x07BFF6	0x07C049	83	D7 E3 24 69 73 20 E3 00 53 68 61 6D 61 6E 60 73 20 68 6F 6D 65 21 CD E3 04 53 68 61 6D 61 6E 20 63 61 6C 6D 65 64 20 E3 00 72 61 67 65 CD 6F 66 20 E3 00 44 65 69 74 79 2E 20 E3 1A 67 72 65 61 74 2C CD E3 08 E3 18 6D E3 BE 74 72 69 62 75 74 65 73 2E	00:3 04:1 08:1 18:1 1A:1 BE:1 CD:3 D7:1 E3:9	62	3	0	False	confirmed-record	[TOP][E3]$is [E3][00]Shaman`s home!\n[E3][04]Shaman calmed [E3][00]rage\nof [E3][00]Deity. [E3][1A]great,\n[E3][08][E3][18]m[E3][BE]tributes.		pending			
EN-07C04A	main-dialogue-3	0x07C04A	0x07C08D	67	D7 E3 04 53 68 61 6D 61 6E 20 69 73 6E 60 74 20 68 65 72 65 21 CD 4E 6F 20 E3 78 69 73 20 61 6C 6C 6F 77 65 64 20 69 6E 20 68 69 73 CD E3 79 E3 43 E3 41 E3 1E 68 65 72 65 21 CD 47 6F 20 68 6F 6D 65 21	04:1 1E:1 CD:3 D7:1 E3:6	55	3	0	False	confirmed-record	[TOP][E3][04]Shaman isn`t here!\nNo [E3]xis allowed in his\n[E3]y[E3]C[E3]A[E3][1E]here!\nGo home!		pending			
EN-07C08E	main-dialogue-3	0x07C08E	0x07C0CF	65	D7 49 20 6D 61 64 65 20 61 20 62 69 67 20 6D 69 73 74 61 6B 65 2E CD E3 04 53 68 61 6D 61 6E 20 69 73 20 74 72 75 6C 79 20 61 CD 62 61 64 20 6D 61 6E 2E 20 E3 03 73 6F 20 61 73 68 61 6D 65 64 2E	03:1 04:1 CD:2 D7:1 E3:2	58	2	0	False	confirmed-record	[TOP]I made a big mistake.\n[E3][04]Shaman is truly a\nbad man. [E3][03]so ashamed.		pending			
EN-07C0D0	main-dialogue-3	0x07C0D0	0x07C123	83	D7 E3 04 53 68 61 6D 61 6E 20 69 73 20 61 74 20 74 68 65 CD 45 6C 64 65 72 60 73 20 E3 9E 49 66 20 74 68 65 CD 45 6C 64 65 72 20 6C 69 73 74 65 6E 73 20 74 6F 20 68 69 6D 2C CD 77 65 60 6C 6C 20 E3 71 62 65 20 63 68 61 6E 67 65 64 20 62 61 63 6B 21	04:1 9E:1 CD:3 D7:1 E3:3	74	3	0	False	confirmed-record	[TOP][E3][04]Shaman is at the\nElder`s [E3][9E]If the\nElder listens to him,\nwe`ll [E3]qbe changed back!		pending			
EN-07C124	main-dialogue-3	0x07C124	0x07C15E	58	D7 49 2E 2E E3 03 E3 1E 73 63 61 72 65 64 21 CD 49 20 62 65 6C 69 65 76 65 20 69 6E 20 E3 00 53 68 61 6D 61 6E 21 CD E3 1A 63 6C 6F 73 65 20 74 6F 20 E3 00 44 65 69 74 79 21	00:2 03:1 1A:1 1E:1 CD:2 D7:1 E3:5	45	2	0	False	confirmed-record	[TOP]I..[E3][03][E3][1E]scared!\nI believe in [E3][00]Shaman!\n[E3][1A]close to [E3][00]Deity!		pending			
EN-07C15F	main-dialogue-3	0x07C15F	0x07C19D	62	D7 CD 59 61 61 61 61 61 61 68 21 CD DC 09 59 6F 75 21 3F D1 DC 01 E3 2A 6E 6F 21 CD E3 1A E3 20 E3 3E 74 6F 20 6C 69 66 65 21 CD 41 20 63 75 72 73 65 21 20 41 20 63 75 72 73 65 21 DC 00	00:1 01:1 09:1 1A:1 CD:4 D1:1 D7:1 DC:3 E3:4	45	4	1	False	confirmed-record	[TOP]\nYaaaaaah!\n[DC][09]You!?\f[DC][01][E3]*no!\n[E3][1A][E3] [E3]>to life!\nA curse! A curse![DC][00]		pending			
EN-07C19E	main-dialogue-3	0x07C19E	0x07C1CF	49	D7 E3 64 62 61 63 6B 21 20 54 68 65 CD 45 6C 64 65 72 20 69 73 20 77 61 69 74 69 6E 67 20 E3 0C 79 6F 75 21 CD 47 6F 2C 20 71 75 69 63 6B 6C 79 21	0C:1 CD:2 D7:1 E3:2	43	2	0	False	confirmed-record	[TOP][E3]dback! The\nElder is waiting [E3][0C]you!\nGo, quickly!		pending			
EN-07C268	main-dialogue-3	0x07C268	0x07C3A1	313	D7 49 20 E3 3B E3 00 6C 65 67 65 6E 64 20 6F 66 20 74 68 65 CD 69 73 6C 61 6E 64 2E 20 57 61 6E 74 20 74 6F 20 68 65 61 72 20 69 74 3F CD 20 53 75 72 65 2C 20 E3 4F 6D 65 2E CD 20 E3 BA 74 68 61 6E 6B 73 2E CC D0 4C 6F 6E 67 20 61 67 6F 20 61 20 44 65 69 74 79 CD 6C 61 6E 64 65 64 20 6F 6E 20 E3 0E 69 73 6C 61 6E 64 2E CD 46 69 72 65 20 63 6F 75 6C 64 6E 60 74 20 62 75 72 6E 20 68 69 6D 2E CD 53 70 65 61 72 73 20 63 6F 75 6C 64 6E 60 74 20 68 61 72 6D 20 68 69 6D 2E D1 E3 04 56 6F 6C 63 61 6E 6F 20 74 72 6F 75 62 6C 65 64 20 74 68 65 CD E3 E7 E3 10 65 61 72 74 68 71 75 61 6B 65 73 CD E3 08 61 73 68 2E 20 48 65 20 E3 6E 69 6E 74 6F CD E3 00 56 6F 6C 63 61 6E 6F 2C 20 E3 08 74 61 6D 65 64 20 69 74 21 D1 4F 6E 6C 79 20 E3 00 76 69 6C 6C 61 67 65 20 45 6C 64 65 72 CD E3 D5 E3 D2 68 65 20 69 73 20 6E 6F 77 2E CD E3 36 68 65 60 6C 6C 20 73 61 76 65 20 75 73 CD 61 67 61 69 6E 20 69 66 20 77 65 60 72 65 20 74 72 6F 75 62 6C 65 64 2E	00:3 04:1 08:2 0E:1 10:1 BA:1 CC:1 CD:12 D0:1 D1:2 D2:1 D5:1 D7:1 E3:16 E7:1	268	12	2	False	confirmed-record	[TOP]I [E3];[E3][00]legend of the\nisland. Want to hear it?\n Sure, [E3]Ome.\n [E3][BA]thanks.[CC][WIPE]Long ago a Deity\nlanded on [E3][0E]island.\nFire couldn`t burn him.\nSpears couldn`t harm him.\f[E3][04]Volcano troubled the\n[E3][E7][E3][10]earthquakes\n[E3][08]ash. He [E3]ninto\n[E3][00]Volcano, [E3][08]tamed it!\fOnly [E3][00]village Elder\n[E3][D5][E3][WAIT]he is now.\n[E3]6he`ll save us\nagain if we`re troubled.		pending			
EN-07C3ED	main-dialogue-3	0x07C3ED	0x07C490	163	D7 E3 04 53 68 61 6D 61 6E 20 75 73 65 64 20 61 20 73 74 72 61 6E 67 65 CD 6C 69 67 68 74 20 74 6F 20 74 75 72 6E 20 75 73 20 69 6E 74 6F CD 6D 69 63 65 21 D1 E3 1A 67 E3 78 74 6F 20 61 73 6B 20 74 68 65 CD 45 6C 64 65 72 20 E3 D2 E3 00 44 65 69 74 79 20 69 73 21 D1 48 65 20 69 73 20 61 20 62 61 64 20 6D 61 6E 21 20 49 66 20 68 65 CD 66 69 6E 64 73 20 E3 4A E3 D2 E3 00 44 65 69 74 79 CD 69 73 2E 2E 2E 2E 20 55 73 65 20 E3 00 44 65 69 74 79 2C CD 73 61 76 65 20 E3 00 45 6C 64 65 72 21	00:4 04:1 1A:1 CD:6 D1:2 D2:2 D7:1 E3:10	136	6	2	False	confirmed-record	[TOP][E3][04]Shaman used a strange\nlight to turn us into\nmice!\f[E3][1A]g[E3]xto ask the\nElder [E3][WAIT][E3][00]Deity is!\fHe is a bad man! If he\nfinds [E3]J[E3][WAIT][E3][00]Deity\nis.... Use [E3][00]Deity,\nsave [E3][00]Elder!		pending			
EN-07C491	main-dialogue-3	0x07C491	0x07C4E6	85	D7 E3 04 76 69 6C 6C 61 67 65 20 6C 65 67 65 6E 64 20 73 61 79 73 CD E3 15 61 20 6D 65 73 73 65 6E 67 65 72 20 E3 12 63 6F 6D 65 CD 74 6F 20 73 61 76 65 20 E3 00 76 69 6C 6C 61 67 65 2C 20 61 6E 64 CD E3 12 65 61 72 6E 20 E3 00 74 72 65 61 73 75 72 65 2E	00:2 04:1 12:2 15:1 CD:3 D7:1 E3:6	69	3	0	False	confirmed-record	[TOP][E3][04]village legend says\n[E3][15]a messenger [E3][12]come\nto save [E3][00]village, and\n[E3][12]earn [E3][00]treasure.		pending			
EN-07C4E7	main-dialogue-3	0x07C4E7	0x07C54E	103	D7 49 20 73 61 77 20 69 74 21 20 41 20 73 74 72 61 6E 67 65 20 6D 61 6E CD 66 6C 65 64 20 74 6F 20 61 20 68 69 64 64 65 6E 20 62 61 79 CD 62 65 68 69 6E 64 20 E3 00 56 6F 6C 63 61 6E 6F 2E D1 54 68 65 6E 20 68 65 20 72 6F 64 65 20 61 20 73 74 72 61 6E 67 65 CD 62 6F 61 74 20 E3 4A 6F 66 20 E3 00 62 61 79 21	00:2 CD:3 D1:1 D7:1 E3:3	93	3	1	False	confirmed-record	[TOP]I saw it! A strange man\nfled to a hidden bay\nbehind [E3][00]Volcano.\fThen he rode a strange\nboat [E3]Jof [E3][00]bay!		pending			
EN-07C584	main-dialogue-3	0x07C584	0x07C64D	201	D7 E0 04 C2 00 2C 20 69 73 6E 60 74 20 69 74 3F 21 CD E3 ED E3 01 E3 26 61 6E 20 69 6E 76 69 74 61 74 69 6F 6E CD 74 6F 20 E3 20 68 65 72 65 3F D1 E3 0B 73 6F 20 67 75 6C 6C 69 62 6C 65 21 20 44 6F 6E 60 74 CD E3 01 E3 3B E3 15 65 76 65 72 79 6F 6E 65 CD E3 A0 E3 6C 61 6E 20 69 6E 76 69 74 61 74 69 6F 6E CD E3 18 64 69 73 61 70 70 65 61 72 65 64 3F D1 49 20 74 68 69 6E 6B 20 E3 B7 61 CD 63 6F 6E 6E 65 63 74 69 6F 6E 20 62 65 74 77 65 65 6E 20 74 68 69 73 CD E3 08 E3 00 48 61 63 6B 65 72 73 2E D1 49 66 20 E3 B2 63 68 61 6E 67 65 73 2C CD 6C 65 74 20 6D 65 20 6B 6E 6F 77 2E 20 47 6F 74 20 69 74 3F	00:2 01:2 04:1 08:1 0B:1 15:1 18:1 A0:1 B2:1 B7:1 C2:1 CD:8 D1:3 D7:1 E0:1 E3:15 ED:1	159	8	3	False	confirmed-record	[TOP][SPEAKER:04][NAME], isn`t it?!\n[E3][ED][E3][01][E3]&an invitation\nto [E3] here?\f[E3][0B]so gullible! Don`t\n[E3][01][E3];[E3][15]everyone\n[E3][A0][E3]lan invitation\n[E3][18]disappeared?\fI think [E3][B7]a\nconnection between this\n[E3][08][E3][00]Hackers.\fIf [E3][B2]changes,\nlet me know. Got it?		pending			
EN-07C64E	main-dialogue-3	0x07C64E	0x07C68F	65	D7 E0 04 E3 2E E3 51 63 68 61 6E 67 65 64 3F CD 57 68 61 74 3F C9 0A 20 E3 09 73 65 6E 74 20 E3 0C 6D 65 3F 3F CD C9 1E 53 75 63 68 20 61 20 6E 69 63 65 20 74 68 69 6E 67 20 74 6F 20 73 61 79 21	04:1 09:1 0A:1 0C:1 1E:1 C9:2 CD:2 D7:1 E0:1 E3:4	50	2	0	False	confirmed-record	[TOP][SPEAKER:04][E3].[E3]Qchanged?\nWhat?[C9][0A] [E3][09]sent [E3][0C]me??\n[C9][1E]Such a nice thing to say!		pending			
EN-07C6A1	main-dialogue-3	0x07C6A1	0x07C6B2	17	D7 CD 20 20 45 6C 64 65 72 60 73 20 48 6F 75 73 65	CD:1 D7:1	15	1	0	False	confirmed-record	[TOP]\n  Elder`s House		pending			
EN-07C6E6	main-dialogue-3	0x07C6E6	0x07C6EF	9	D7 02 62 02 00 72 C7 02 0C	00:1 02:3 0C:1 C7:1 D7:1	2	0	0	False	confirmed-record	[TOP][02]b[02][00]r[C7][02][0C]		pending			
EN-07C777	main-dialogue-3	0x07C777	0x07C7B3	60	D7 57 65 6C 63 6F 6D 65 2C 20 76 69 73 69 74 6F 72 73 21 CD 49 20 61 6D 20 E3 00 76 69 6C 6C 61 67 65 20 65 6C 64 65 72 21 CD 45 76 65 72 79 6F 6E 65 2C 20 77 65 6C 63 6F 6D 65 21	00:1 CD:2 D7:1 E3:1	55	2	0	False	confirmed-record	[TOP]Welcome, visitors!\nI am [E3][00]village elder!\nEveryone, welcome!		pending			
EN-07C7B4	main-dialogue-3	0x07C7B4	0x07C803	79	D7 49 20 61 70 6F 6C 6F 67 69 7A 65 20 74 6F 20 6F 75 72 CD 76 69 73 69 74 6F 72 73 2C 20 73 65 65 69 6E 67 20 E3 C8 61 CD 73 68 61 6D 65 66 75 6C 20 74 68 69 6E 67 2E 20 E3 36 CD E3 1B 6E 6F 74 68 69 6E 67 21 20 46 6F 72 E3 26 69 74 21	1B:1 C8:1 CD:3 D7:1 E3:4	69	3	0	False	confirmed-record	[TOP]I apologize to our\nvisitors, seeing [E3][C8]a\nshameful thing. [E3]6\n[E3][1B]nothing! For[E3]&it!		pending			
